,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
770,NCT04435561,Interventional,DNSpasticity,,Efficacy of Dry Needling in the Spasticity Post-stroke,Efficacy of Dry Needling in the Spasticity of the Hemiparetic Limbs Post-stroke,Not yet recruiting
771,NCT04443075,Observational,AGMFMSS,,Alterations of Gut Microbiome in the Frontline Medical Staff Under the Stress,Alterations of Gut Microbiome in the Frontline Medical Staff Under the Stress of Fighting Against 2019-nCoV,Recruiting
772,NCT04443062,Interventional,Bullseye,,Lutetium-177-PSMA-I&T in Oligo-metastatic Hormone Sensitive Prostate Cancer,Lutetium-177-PSMA-I&T Radioligand Therapy in Oligo-metastatic Hormone Sensitive Prostate Cancer.,Not yet recruiting
773,NCT04443049,Interventional,,,To Study the Effects of Addition of Mebendazole to Lenvatinib in Cirrhotics With Advanced Hepatocellular Carcinoma.,To Study the Effects of Addition of Mebendazole to Lenvatinib in Cirrhotics With Advanced Hepatocellular Carcinoma.,Not yet recruiting
774,NCT04443036,Interventional,,,Clinical Study of Nab-paclitaxel Combined With Toripalimab in Local Advanced or Metastatic G/GEJ Carcinoma,"Albumin-bound Paclitaxel Combined With Toripalimab as First-line/Second-line Treatment of Local Advanced or Metastatic Gastric or Gastroesophageal Junction Carcinoma: A Prospective, Open-label, Single-arm Phase II Clinical Study",Recruiting
775,NCT04443023,Interventional,Compare-TAVI,,Comparison of Eligible TAVI-valves - Cohort B,Randomized Comparison of Eligible TAVI-valves - Cohort B (Sapien Versus Myval),Recruiting
776,NCT04443010,Interventional,GLIOSUN,,Safety and Efficacy of L19TNF Plus Temozolomide Chemoradiotherapy in Patients With Newly Diagnosed Glioblastoma,A Study to Evaluate the Safety and Efficacy of the Tumor-targeting Human Antibody-cytokine Fusion Protein L19TNF Plus Standard Temozolomide Chemoradiotherapy in Patients With Newly Diagnosed Glioblastoma,Not yet recruiting
777,NCT04442997,Observational,,,"Use of Cesarean Birth at Private Health Facilities in Lilongwe and Blantyre, Malawi","Use of Cesarean Birth at Private Health Facilities in Lilongwe and Blantyre, Malawi",Not yet recruiting
778,NCT04442984,Interventional,IRIGA,,FOLFOX6 Versus mFOLFIRINOX as First Line Chemotherapy in Metastatic Gastric Cancer or Esophagogastric Junction Adenocarcinoma (Type II-III),FOLFOX6 Versus mFOLFIRINOX as First Line Chemotherapy in Metastatic Gastric or Esophagogastric Junction Adenocarcinoma (Type II-III): Open-label Randomized Phase 2/3 Trial,Recruiting
779,NCT04442971,Interventional,,,Effectiveness of Music Therapy on Level of Consciousness,Investigation of the Effectiveness of Music Therapy on the Level of Consciousness of Neurological Early Rehabilitation Patients,Recruiting
780,NCT04442958,Interventional,,,Effectiveness of Convalescent Immune Plasma Therapy,Effectiveness of Convalescent Immune Plasma Therapy in Severe COVID-19 Patients With Acute Respiratory Distress Syndrome,Completed
781,NCT04442945,Interventional,,,Phase 1 Study of ANAVEX3-71,"A Double-blind, Randomized, Placebo-controlled, Phase 1 Safety and Tolerability, and Pharmacokinetics Study of ANAVEX3-71",Not yet recruiting
782,NCT04442932,Observational,,,abioSCOPE IgE Assay to Aid in the Diagnosis of Allergies,Validation of the abioSCOPE Device With an IgE Test Panel: Clinical Sensitivity and Specificity Study,Not yet recruiting
783,NCT04442919,Interventional,METHANE,,Influence of METHoxyflurane on ANtiplatelet Effect of Ticagrelor in Patients With Unstable Angina Pectoris,Influence of METHoxyflurane on ANtiplatelet Effect of Ticagrelor in Patients With Unstable Angina Pectoris - METHANE Study,Recruiting
784,NCT04442906,Interventional,,,Analgesia After Knee Arthroscopy :Dexmedetomidine vs Fentanyl,Comparative Study Between Dexmedetomidine and Fentanyl as an Adjuvant to Intra-articular Bupivacaine for Postoperative Analgesia After Knee Arthroscopy.,Recruiting
785,NCT04442893,Interventional,,,Exploring the Effect of Rumination-Focused Cognitive Behaviour Therapy in Patients With Schizophrenia,Exploring the Effect of Rumination-Focused Cognitive Behaviour Therapy on Depressive Symptoms in Patients With Schizophrenia: A Randomized Controlled Trial,Completed
786,NCT04442880,Observational,PAPRICA,,Patient Care Pathways Between Ambulatory and Hospital Settings in Mental Health Care,,Completed
787,NCT04442867,Interventional,,,A Health-social Partnership Programme for Improving Health Self-management of Community-dwelling Older Adults,A Health-social Partnership Programme for Improving Health Self-management of Community-dwelling Older Adults: a Hybrid Effectiveness-implementation Pilot Study,Not yet recruiting
788,NCT04442854,Interventional,,,Cognitive Behavioral Group Therapy for University Students,A Randomized Controlled Trial of Cognitive Behavioral Group Prevention Program for Mainland Chinese University Students in Hong Kong,Completed
789,NCT04442841,Interventional,,,HBV Vaccine in Anti-core Positive Donors After LT,Hepatitis B Vaccination in Liver Transplant Reecipients Who Received a Liver From an Anti-core Positive Donor. H,Recruiting
790,NCT04442828,Observational,3D-PRIME,,3D Echocardiography and Cardiovascular Prognosis in Mitral Regurgitation,3D Echocardiography and Cardiovascular PRognosis In Mitral REgurgitation (3D-PRIME),Recruiting
791,NCT04442815,Observational [Patient Registry],,,EIT in Patient Ventilator Asynchrony,Analysis of Patient Ventilator Asynchrony Using Electrical Impedance Tomography (EIT) in Patients With Acute Respiratory Failure,Recruiting
792,NCT04442802,Interventional,LOVES,,Arterial Dissections After Angioplasty by Long vs Short Time of Balloon Inflation: the Randomized Controlled Trial.,Rate of Severe Arterial Dissections After Femoropopliteal Angioplasty by Long Versus Short Time of Balloon Inflation: the LOVES Randomized Controlled Trial,Not yet recruiting
793,NCT04442789,Observational,,,Sequelae of Sars-CoV-2 Infections,Long-term Sequelae of Severe Sars-CoV-2 Infections,Recruiting
794,NCT04442776,Interventional,PAI-D,,Dual Integrated Attention Program (DAIP) in People With Severe Dual Diagnosis,Validation of a Dual Integrated Attention Program (DAIP) in People With Severe Dual Diagnosis Admitted to a Psychiatric Hospitalization Unit,Not yet recruiting
795,NCT04442763,Interventional,,,The Effect of Osseodensification on Implant Stability in Posterior Maxilla,Assessment of Dental Implants Stability After Using Osseodensification Method Versus Conventional Drilling in the Posterior Maxilla: A Randomized Clinical Trial,Not yet recruiting
796,NCT04442750,Interventional,,,Different Concentrations of Bupivacaine in Erector Spinae Plane Block in Hip Surgeries,Comparison of the Analgesic Efficacy of Three Different Concentrations of Bupivacaine in Ultrasound Guided Erector Spinae Plane Block in Hip Surgeries: Randomized Control Trial,Not yet recruiting
797,NCT04442737,Interventional,DEFINE,,A Study of Darunavir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (D/C/F/TAF) Evaluated as a Fixed Dose Combination Regimen in Participants Switching From an Integrase Inhibitor Who Have Experienced Rapid Weight Gain,"A Phase 4, Randomized, Active-Controlled, Open-label Study to Evaluate the Safety and Tolerability of Switching to Once-Daily Darunavir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (D/C/F/TAF) Fixed-dose Combination (FDC) Regimen in Virologically-suppressed Human Immunodeficiency Virus Type 1 (HIV-1) Infected Participants Experiencing Rapid Weight Gain With an INI + TAF/FTC ARV Regimen",Not yet recruiting
798,NCT04442724,Interventional,FMBRT,,Bladder Fiducial Markers and Multiparametric-MRI (Mp-MRI) to Optimize Bladder Chemo-radiotherapy,Bladder Fiducial Markers and Multiparametric-MRI (Mp-MRI) to Optimize Bladder Chemo-radiotherapy,Not yet recruiting
799,NCT04442711,Observational,,,Cohort of IPF Patients Experiencing an Exacerbation,Pulmonary Fibrosis Biomarkers During Exacerbation,Recruiting
800,NCT04442698,Observational,BPLLvHbA1c,,Tailored Bilio-Pancreatic Limb and HbA1c 10 Years Post Mini-Gastric Bypass,Tailored Bilio-Pancreatic Limb Length and Hemoglobin A1c Levels 10 Years Following Mini-Gastric Bypass Original Technique,Completed
801,NCT04442685,Observational [Patient Registry],SPHC,,Swiss Pediatric Heart Cohort,The Swiss Registry for Heart Diseases in Children A Datacollection for Congenital and Acquired Heart Diseases in Children Living in Switzerland.,Recruiting
802,NCT04442672,Interventional,MMCS,,Early Diagnosis of Compartment Syndrome by Multimodal Detection Technique,The Value of Multimodal Monitoring in the Treatment of Compartment Syndrome: a Study Based on Healthy Volunteers,Completed
803,NCT04442659,Observational [Patient Registry],PHPLAVO,,Prehospital Prediction of Large Anterior Vessel Occlusion,Prediction of Large Anterior Vessel Occlusion: a Prospective Observational Study Comparing Prehospital Prediction Scales,Completed
804,NCT04442646,Interventional,,,"Role of ""Asthma School"" in Disease Management","Role of ""Asthma School"" in Disease Management",Recruiting
805,NCT04442633,Interventional,,,Glutamine With Topical Corticosteroids for Lichen Planus Treatment,Clinical Evaluation of Glutamine Combined With Topical Corticosteroids in the Treatment of Erosive Oral Lichen Planus,Completed
806,NCT04442620,Interventional,FLIPAN,,Prevention and Reversion of NAFLD in Obese Patients With Metabolic Syndrome by Mediterranean Diet and Physical Activity,Prevention and Reversion of Non-Alcoholic Fatty Liver Disease in Obese Patients With Metabolic Syndrome by Mediterranean Diet and Physical Activity,"Active, not recruiting"
807,NCT04442607,Interventional,CAD-ARTIPOD,,Clinical vAliDation of ARTificial Intelligence in POlyp Detection,Clinical vAliDation of ARTificial Intelligence in POlyp Detection,Not yet recruiting
808,NCT04442594,Interventional,ReTRO'MooD,,ReTRO'MooD : Reminiscence Triggered by Virtual Reality for Older Adults With Mood Disorders,ReTRO'MooD : Reminiscence Triggered by Virtual Reality for Older Adults With Mood Disorders,Not yet recruiting
809,NCT04442581,Interventional,,,Cabozantinib and Pembrolizumab for the First-Line Treatment of Advanced Liver Cancer,A Phase 2 Trial of Cabozantinib and Pembrolizumab in the First-Line Treatment of Advanced Hepatocellular Carcinoma,Not yet recruiting
810,NCT04442568,Interventional,ERAS-LSG,,Impact of ERAS in LSG,Enhanced Recovery After Surgery Protocol in Laparoscopic Sleeve Gastrectomy,Not yet recruiting
811,NCT04442555,Interventional,KETO-AHF1,,Treatment With the Ketone Body 3-hydroxybutyrate in Patients With Acute Heart Failure,Treatment With the Ketone Body 3-hydroxybutyrate in Patients With Acute Heart Failure,Recruiting
812,NCT04442542,Interventional,,,Method JaPer. A New Strategy to Improve Inspirational Capacity,Method JaPer. A New Strategy to Improve Inspirational Capacity,Completed
813,NCT04442529,Interventional,MB,,Mothers and Babies Qatar (MB-Q): A Postpartum Depression Intervention,"Qatar Mothers and Babies: Examining the Feasibility, Acceptability, and Preliminary Outcomes Associated With Integrating a Postpartum Depression Intervention Into Perinatal Services for Women",Not yet recruiting
814,NCT04442516,Observational,,,Cisplatin Induced Kidney Toxicity,Metabolomics for Prediction of Cisplatin Mediated Acute Kidney Injury: A Canadian Multi-Centre Adult and Pediatric Study,Not yet recruiting
815,NCT04442503,Interventional,,,A Study to Evaluate the Efficacy and Safety of SAGE-217 in Participants With Severe Postpartum Depression (PPD),"A Randomized, Double-Blind, Placebo-controlled Study Evaluating the Efficacy and Safety of SAGE-217 in the Treatment of Adults With Severe Postpartum Depression",Recruiting
816,NCT04442490,Interventional,,,A Study to Evaluate the Efficacy of Sage-217 in the Treatment of Adult Participants With Major Depressive Disorder (MDD),"A Phase 3, Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating the Efficacy of SAGE-217 in the Treatment of Adult Subjects With Major Depressive Disorder",Recruiting
817,NCT04442477,Observational,,,Neurodevelopment at 5.5 Years of Age in Children Who Received Infant Formula With Enriched Protein Fractions,Neurodevelopment at 5.5 Years of Age in Children Who Received Infant Formula With Enriched Protein Fractions,Recruiting
818,NCT04442464,Interventional,,,Intraocular Pressure in Ocular Hypertensives With Scleral Lens Wear,Intraocular Pressure in Ocular Hypertensives With Scleral Lens Wear,Recruiting
819,NCT04442451,Interventional,,,Mechanisms of Fatigability With Pre-Diabetes,Mechanisms of Fatigability With Pre-Diabetes,Not yet recruiting
820,NCT04442438,Interventional,MCDIC,,Effect of Implementation of a Moral Case Delibration Meetings on the Prevalence of Burn-out Syndrome in the ICU,Moral Case Deliberation on the Intensive Care: Effect of Implementation of a Moral Case Delibration Meetings on the Prevalence of Burn-out Syndrome in the ICU,Recruiting
821,NCT04442425,Observational,,,"A Feasibility Study Investigating the Use of Machine Learning to Analyze Facial Imaging, Voice and Spoken Language for the Capture and Classification of Cancer Pain","A Feasibility Study Investigating the Use of Machine Learning to Analyze Facial Imaging, Voice and Spoken Language for the Capture and Classification of Cancer Pain",Not yet recruiting
822,NCT04442412,Interventional,FIL_PREVID,,Prephase Treatment With Prednisone +/- Vitamin D Supplementation Followed by Immunochemotherapy,"Prephase Treatment With Prednisone +/- Vitamin D Supplementation Followed by Immunochemotherapy in Elderly Patients With Diffuse Large B-Cell Lymphoma (DLBCL) A Randomized, Open Label, Phase III Study by Fondazione Italiana Linfomi.",Not yet recruiting
823,NCT04442399,Interventional,,,Family Connection: Pilot of Family-based Self-management for HIV-infected Adolescents,Pilot of Family-based Self-management for HIV-infected Adolescents in Two Clinics in Ndola,Completed
824,NCT04442386,Observational,,,Parental Burnout During the COVID-19 Pandemic: Risk Factors and Predictors,Parental Burnout During the COVID-19 Pandemic: Risk Factors and Predictors,Not yet recruiting
825,NCT04442373,Observational,I-SIGHT-THR,,Impact of Surgical Injury on Haemostatic Tests in Patients Undergoing Total Hip Replacement With Subgroup Analysis of Patients With Neoplasm,Impact of Surgical Injury on Global Haemostatic Tests in Patients Undergoing Total Hip Replacement With Subgroup Analysis of Patients With Bone Neoplasm. A Single-centre Observational Prospective Trial,Not yet recruiting
826,NCT04442360,Observational,,,The Impact of Information Sources on Mental Health During the COVID-19 Pandemic,The Impact of Information Sources on Mental Health During the COVID-19 Pandemic,Not yet recruiting
827,NCT04442347,Interventional,,,"Safety, Tolerability, and Pharmacokinetics of ARCT-810 in Stable Adult Subjects With OTC Deficiency","A Phase 1b Randomized, Double Blinded, Placebo Controlled, Ascending Dose Study to Assess the Safety, Tolerability, and Pharmacokinetics of Single Doses of ARCT-810 in Clinically Stable Patients With Ornithine Transcarbamylase Deficiency",Not yet recruiting
828,NCT04442334,Observational [Patient Registry],,,The European NAFLD Registry,The European NAFLD Registry,Recruiting
829,NCT04442321,Interventional,,,Ultrasound-Guided Percutaneous Electrical Stimulation on Radial Nerve in Patients With Lateral Epicondylalgia,Effectiveness of Ultrasound-Guided Percutaneous Electrical Stimulation on Radial Nerve With Exercises in Patients With Lateral Epicondylalgia,Not yet recruiting
830,NCT04442308,Observational,,,Parental Stress After the Covid-19 Pandemic,Parental Stress After the Covid-19 Pandemic: Predictors and Outcome,Not yet recruiting
831,NCT04442295,Interventional,,,An Open-Label Study to Investigate the Safety of Single Ascending Doses in Children and Adolescents With Dravet Syndrome,An Open-Label Study to Investigate the Safety and Pharmacokinetics of Single Ascending Doses of Antisense Oligonucleotide STK-001 in Children and Adolescents With Dravet Syndrome,Recruiting
832,NCT04442282,Observational,,,Difficulties in Emotion-regulation and Interpersonal Problems During and After the COVID-19 Pandemic,"Difficulties in Emotion-regulation and Interpersonal Problems, and Their Association With Anxiety and Depression During and After the COVID-19 Pandemic",Not yet recruiting
833,NCT04442269,Interventional,,,A Study to Evaluate the Efficacy and Safety of Dupilumab in Participants With Allergic Bronchopulmonary Aspergillosis (ABPA) (LIBERTY ABPA AIRED),"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Dupilumab in Patients With Allergic Bronchopulmonary Aspergillosis",Not yet recruiting
834,NCT04442256,Interventional,,,Effect of Dupilumab on Aspirin Intolerance,Effect of Dupilumab on ASS Intolerance and Its Mechanisms in Patients With Aspirin-exacerbated Respiratory Disease (AERD),Recruiting
835,NCT04442243,Observational,,,PTSD Symptoms Among Health Workers and Public Service Providers After the COVID-19 Outbreak: A 3 Month Follow up,PTSD Symptoms Among Health Workers and Public Service Providers After the COVID-19 Outbreak: A 3 Month Follow up,Not yet recruiting
836,NCT04442230,Interventional,,,NasoVAX in Patients With Early Coronavirus Infectious Disease 2019 (COVID-19),"Phase 2, Double-blind, Randomized, Placebo-controlled Study of NasoVAX in the Prevention of Clinical Worsening in Patients With Early Coronavirus Infectious Disease 2019 (COVID-19)",Not yet recruiting
837,NCT04442217,Observational,,,Factors Associated With Adherence to Hygiene-related Behaviors and Viral Mitigation Protocols During the COVID-19 Pandemic,Factors Associated With Adherence to Hygiene-related Behaviors and Viral Mitigation Protocols During the COVID-19 Pandemic,Not yet recruiting
838,NCT04442204,Observational,,,Predictors and Mechanisms of Depression and Anxiety During the COVID-19 Pandemic,Predictors and Mechanisms of Depression and Anxiety During the COVID-19 Pandemic,Not yet recruiting
839,NCT04442191,Interventional,,,Convalescent Plasma as a Possible Treatment for COVID-19,"Infusion of Convalescent Plasma for the Treatment of Patients Infected With Severe Acute Respiratory Syndrome-Coronavirus-2 (COVID-19): A Double-blinded, Placebo-controlled, Proof-of-concept Study",Recruiting
840,NCT04442178,Interventional,ILIAD-7-US-I,,InterLeukin-7 to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection ( ILIAD-7-US-I ),"A Multicenter, Randomized, Double-blinded Placebo-controlled Study of Recombinant Interleukin-7 (CYT107) for Immune Restoration of Hospitalized Lymphopenic Patients With Coronavirus COVID-19 Infection. US Infectious Cohort",Not yet recruiting
841,NCT04442165,Observational,AfriCoVER,,Characterising Transmission of SARS-CoV-2 in a Peri-urban Population in Mozambique,Characterising Transmission of SARS-CoV-2 in a Peri-urban Population in Mozambique Using Population-based (Sero)Surveillance,Not yet recruiting
842,NCT04442152,Interventional,,,Impact of COVID-19 on Family Dynamics on Bandebereho Study Participants,Phone Survey for Understanding the Impact of COVID-19 on Caregiving and Family Dynamics on Bandebereho Study Participants,Enrolling by invitation
843,NCT04442139,Observational,TaBLFood-MGB,,"Patient Reported Outcomes of a ""Tailored"" Bilio-Pancreatic Limb Length on Daily Food Choices in Mini-Gastric Bypass","Patient Reported Outcomes of a ""Tailored"" Bilio-Pancreatic Limb Length on Mean Weight Loss and Mean Daily Dietary Food Choices in the One Anastomosis Gastric Bypass (Mini-Gastric Bypass-Original Technique)",Completed
844,NCT04442126,Interventional,,,A Study of NM21-1480 in Adult Patients With Advanced Solid Tumors,A Phase 1/2 Study of NM21-1480 (Anti-PDL-1/Anti-4-1BB/Anti-HSA Tri-Specific Antibody) in Adult Patients With Advanced Solid Tumors,Not yet recruiting
845,NCT04442113,Interventional,ROC-STAR,,RandOmised Controlled Trial of STAR Mapping™ Guided Ablation for AF.,Multicenter Randomized Controlled Trial Assessing Targeted Ablation in Persistent Atrial Fibrillation Using the Stochastic Trajectory Analysis of Ranked Signals (STAR Mapping™) Method.,Not yet recruiting
846,NCT04442100,Interventional,,,"The Study of Biological Prosthetic Heart Valves With the ""Easy Change"" System","The Study of Biological Prosthetic Heart Valves With the ""Easy Change"" System",Recruiting
847,NCT04442087,Interventional,FamilyPEDCOVID,,Study of Seroprevalence of Anti-SARS-CoV2 Among Children of Hospital Workers in AP-HP,Seroprevalence of Anti-SARS-CoV2 Among Children According to Parents' SARS-CoV2 Serological Status. Study in a Hospital Population Assistance Publique-Hôpitaux Paris,Not yet recruiting
848,NCT04442074,Observational,DIADOP,,Characteristics in Doppler Ultrasound of the Carotid Diaphragm Responsible for an Ischemic Stroke,Characteristics in Doppler Ultrasound of the Carotid Diaphragm Responsible for an Ischemic Stroke,Recruiting
849,NCT04442061,Interventional,STIMAUT,,Autism Spectrum Disorders: Double Blind Randomized Placebo-control Active Pilot Study of Transcranial Magnetic Stimulation Applied to the Superior Temporal Sulcus,Autism Spectrum Disorders: Double Blind Randomized Placebo-control Active Pilot Study of Transcranial Magnetic Stimulation Applied to the Superior Temporal Sulcus,Not yet recruiting
850,NCT04442048,Interventional,COV-IMMUNO,,Immunization With IMM-101 vs Observation for Prevention of Respiratory and Severe COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure,"COV-IMMUNO: A Randomized, Phase III Trial of Immunization With IMM-101 Versus Observation for the Prevention of Severe Respiratory and COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure",Not yet recruiting
851,NCT04442035,Interventional,,,5-element Music Therapy on Patients With Breast Cancer,Clinical Efficacy Study on 5-element Music Therapy on Patients With Physically and Psychologically Unbalance After Breast Cancer Surgery,Completed
852,NCT04442022,Interventional,,,A Study of Rituximab-Gemcitabine-Dexamethasone-Platinum (R-GDP) With or Without Selinexor in Patients With Relapsed/Refractory Diffuse Large B-cell Lymphoma,"A Phase 2/3, Multicenter Randomized Study of Rituximab-Gemcitabine-Dexamethasone-Platinum (R-GDP) With or Without Selinexor in Patients With Relapsed/Refractory Diffuse Large B-cell Lymphoma (RR DLBCL)",Not yet recruiting
853,NCT04442009,Interventional,,,Superficial Cervical Plexus Block for Orthognathic Surgery,Ultrasound-guided Superficial Cervical Plexus Block for Pain Management After Orthognathic Surgery.,Recruiting
854,NCT04441996,Interventional,,,Therapeutic Plasma Exchange for COVID-19-associated Hyperviscosity,Therapeutic Plasma Exchange for COVID-19-associated Hyperviscosity,Not yet recruiting
855,NCT04441983,Observational,,,Foot/Ankle at 7T MRI,High-Resolution MR Imaging (7 Tesla) Findings of the Plantar Plate Compared With Current Clinical Standard Sequences (1.5 or 3 Tesla) and Surgical Reference Standard,Recruiting
856,NCT04441970,Interventional,,,The Influence of Head and Neck Position on the Cuff Pressure Using Nasotracheal Tube,The Influence of Head and Neck Position on the Cuff Pressure Using Nasotracheal Tube,Not yet recruiting
857,NCT04441957,Observational,MOCASS,,MechanO-Chemical Ablation Versus CompreSSion,Endovenous MechanO-Chemical Ablation Plus Compression Versus CompreSSion Alone in Chronic Venous Ulcers Treatment,Recruiting
858,NCT04441944,Observational,TELEvISED,,TELEmedicine as an Intervention for Sepsis in Emergency Departments,TELEmedicine as an Intervention for Sepsis in Emergency Departments,Recruiting
859,NCT04441931,Interventional,,,A Study of LY3832479 in Healthy Participants,"A Phase 1, Randomized, Placebo-Controlled Study to Evaluate the Tolerability, Safety, Pharmacokinetics, and Immunogenicity of LY3832479 Given as a Single Intravenous Dose in Healthy Participants",Not yet recruiting
860,NCT04441918,Interventional,,,"Tolerability,Safety,Pharmacokinetic Profile and Immunogenicity of a Recombinant Humanized Anti-SARS-CoV-2 Monoclonal Antibody (JS016) for Injection in Chinese Health Subjects","A Randomized, Double-blind, Placebo-controlled, Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetic Profile and Immunogenicity of JS016 (Anti-SARS-CoV-2 Monoclonal Antibody) Injection in Chinese Healthy Subjects After Intravenous Infusion of Single Dose",Recruiting
861,NCT04441905,Interventional,,,Phase 1 Study of SAR440894 vs Placebo,"A Phase 1, Randomized, Double-Blind, Single Center, Single Dose Escalation Study to Evaluate the Safety, Pharmacokinetics, and Immunogenicity of SAR440894 vs Placebo in Healthy Adults",Not yet recruiting
862,NCT04441892,Interventional,,,Low Cost QTc Meter for Long QT Syndrome Screening in Primary Care,Phase II Novel Low Cost QTc Meter for Long QT Syndrome Screening in Primary Care,Enrolling by invitation
863,NCT04441879,Interventional,bBeAMom,,bBeAMom: Effectiveness of a Cognitive-Behavioral Blended Intervention for Postpartum Depression,bBeAMom Trial: A Randomized Controlled Trial to Test the Effectiveness of a Cognitive-Behavioral Blended Intervention for Postpartum Depression in Portuguese Women,Not yet recruiting
864,NCT04441866,Interventional,Auto-2T,,Automated Analysis Algorithms in Second Trimester Obstetric Ultrasound,Automated Analysis Algorithms in Second Trimester Obstetric Ultrasound,Not yet recruiting
865,NCT04441697,Observational,,,Sleepiness in Parkinson's Patients With Continuous Dopaminergic Delivery Device or Deep Brain Stimulation,Monitoring of Sleepiness in Patients With Parkinson's Disease Before and During Treatment With Continuous Dopaminergic Delivery Device or Deep Brain Stimulation,Recruiting
866,NCT04441853,Interventional,,,Use of YouTube for Nursing Students to Learn Empathy,Use of YouTube as a Teaching Tool for Nursing Student to Learn About Empathy,Completed
867,NCT04441840,Interventional,,,Immune and Recovery Modulating Impact of Probiotic Supplementation After Intense Resistance Exercise,Immune and Recovery Modulating Impact of Probiotic Supplementation After Intense Resistance Exercise,Recruiting
868,NCT04441827,Interventional,,,Using Pranayama and Deep Breathing Exercises to Reduce Cancer-Related Fatigue and Insomnia During Radiotherapy,The Study Aims to Evaluate Effectiveness of Pranayama and Deep Breathing Exercise in Reducing Fatigue and Insomnia in Patients Receiving Radiotherapy Due to Breast Cancer.,Completed
869,NCT04441814,Observational,FOUND,,FOUND - Ancillary Study to Smile Protocol NCT03654105,Frequency and OUtcome of Sub-solid Pulmonary Nodules in Asymptomatic Subjects Tested by Chest CT Screening Versus COVID-19 Patients (FOUND) - Ancillary Study to Smile Protocol NCT03654105,Enrolling by invitation
870,NCT04441801,Interventional,,,Optimal Duration of Stretching of the Hamstring Muscle Group,Optimal Duration of Stretching of the Hamstring Muscle Group : A Randomized Controlled Trial,Not yet recruiting
871,NCT04441788,Interventional,,,"A Study to Assess the Safety, Tolerability, and Efficacy of ION-827359 in Patients With Mild to Moderate Chronic Obstructive Pulmonary Disease (COPD) With Chronic Bronchitis (CB)","A Double-Blind, Placebo-Controlled, Phase 2a Study to Assess the Safety, Tolerability, and Efficacy of ION-827359 in Patients With Mild to Moderate COPD With Chronic Bronchitis",Not yet recruiting
872,NCT04441775,Observational,,,Artificial Intelligence for Prostate Cancer Treatment Planning,Protocol for the Development of a Machine Learning Model for Prostate Cancer Treatment Planning,Not yet recruiting
873,NCT04441762,Interventional,Ink-Arc,,Atomized Intranasal Vs Intravenous Ketorolac in Acute Renal Colic Pain Management.,Atomized Intranasal Vs Intravenous Ketorolac in Acute Renal Colic Pain Management: A Randomized Controlled Double-blinded Clinical Trial.,Not yet recruiting
874,NCT04441749,Observational,,,nCLE For Diagnosis Of Peripheral Lung Nodules By Robotic Navigational Bronchoscopy,TH-168: Needle Based Confocal Laser Endomicroscopy For The Diagnosis Of Peripheral Lung Nodules By Robotic Navigational Bronchoscopy,Not yet recruiting
875,NCT04441736,Interventional,,,Pos -Extubation High Flow Nasal Cannula,Post Extubation High Flow Nasal Cannula Versus Conventional Oxygen Therapy in Extubation Failure.,Completed
876,NCT04441723,Interventional,,,Comparison of Dynamic Versus Static Lag Screw Modes for Cephalomedullary Nails Used to Fix Intertrochanteric Fragility Fractures,Comparison of Dynamic Versus Static Lag Screw Modes for Cephalomedullary Nails Used to Fix Peritrochanteric Fragility Fractures,Recruiting
877,NCT04441710,Observational [Patient Registry],CoVid3S,,Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus,Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus,Not yet recruiting
878,NCT04441684,Interventional,SeroCoV-HUS,,"Seroprevalence of SARS-CoV-2 in Strasbourg University Hospital, Strasbourg, France (COVID-19)","Study of the Seroprevalence of SARS-CoV-2 in Hospital Staff in Strasbourg University Hospital, Strasbourg, France",Recruiting
879,NCT04441671,Interventional,,,Oral Pyrophosphate Absorption in PXE Disease,Oral Disodiumpyrophosphate (Na2H2PPi) Absorption in Pseudoxanthoma Elasticum (PXE),Not yet recruiting
880,NCT04441658,Interventional,,,Efficacy and Safety of Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Type 2 Diabetes Mellitus,Efficacy and Safety of Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Type 2 Diabetes Mellitus,Recruiting
881,NCT04441645,Interventional,,,Acupressure on Cognitive Function and Quality of Life,Effects of Acupressure Intervention on Cognitive Function and Quality of Life in Older Adults With Cognitive Impairment in Long-term Care Settings: A Cluster-Randomized Controlled Trial,"Active, not recruiting"
882,NCT04441632,Interventional,TEAM-ICU,,Effect of Positive Attitudes on Behavior and Wellness,"The Impact of Positive Reinforcement on Teamwork Climate, Resiliency, and Burnout During the COVID-19 Pandemic: the TEAM-ICU Study (Transforming Employee Attitudes Via Messaging Strengthens Interconnection, Communication, and Unity)",Recruiting
